Year,State,County,Observed
2008.0,Washington,King,"I was backpacking alone deep in the  alpine lakes and on friday August eigth 2008 things got really weird. I had stopped and set up camp at a lake and on the first day every thing was normal .I had the lake all to myself as to be expected because of lakes remoteness and hard climb .Lake is situated in a box canyon with great acoustics and I was banging away on my guitar and singing loudly bouncing my sounds off the walls and echoing out a large area,I was also hooting and making strange calls as too attract or scare any game and or let someone know I was there. Second day I set out for day hike and exploration and things got weird.I head over to other side of the lake along a sheer wall that rises about 1000 feet up to summit straight up almost jumping large rock screes and swinging with the aid of blueberry bushes 40 feet above lake i reach the other side  to a level area and begin planned day hike . Upon returning to level area I glanced up to the ridge above and instantly draw onto the hi-gloss sheen of something  against the flat color of fauna and rock wich I percieve to be game.  I then try too rouse it withh verbal calls and arm wavings but nothing happens and after several minutes I give up and swing back the half mile to camp. It is now about 4 o'clock and I'm cooking dinner and I hear a screech  coming from where I just came from , nothing to out of the ordinary , could of been a cat or a screech owl but it  makes me uncomfortable I decide to gather lots of wood for a good firen . night falls and I continue  to play my guitar and make lots of noise because I have this uneasy feeling, kinda of an I'm big and bad here attitude I build the fire big and retreat to my tent and fall asleep. At around 11 o'clock I'm guessing I am awaken to this incredibly loud  crack somewhat like a high velocity rifle but louder like close lightning and then the sound of large rocks falling. This startles the crap out of me and  I un-zip  my tent and start shouting obscenities and  try to make myself big and scary, even to the point of barking like a dog. My earlier paranoia has gotten to me and I become un-nerved and frightened.I quickly  re-build the fire and am all ears and eyes except that theres nothing too see because of the pitch blackness. About 40 minutes later it happens again but closer to me this time and I kinda loose it again and start screaming and barking all over again.I stay awake frightened untill first light and not hearing another sound I quickly load up my gear and get the heck out. Upon returning I feel foolish for getting un-nerved and sort the situation up to my own paranoia and a natural occurance of possibly trees snaping off the ledge and or rocks breaking off and doing the same. I  am interested in returning back immediatly , but not alone . If you know two backpackers with cameras and gear who could be ready quickly for a three day hike, I would be interested  to take them and try to re-create what happened, not that anything would. I t would have to be quickly in the Seattle area. contact me at goattrailblazer@yahoo.com"
2008.0,Washington,King,"I was driving down a gravel road late at night and this big black thing ran across the road. I instantly got chills especially because it looked at me while darting across the road it had a face I will never forget. It did not run on two legs, however more like on feet and hands, not knees and hands feet and hands."
2007.0,Washington,King,"I was walking my dogs in Marymoor Park, near Redmond, WA.  It was in the early-to mid-afternoon. The park was predominantly empty and quiet, and despite recent rain, the paths were not overly muddy.  It was a sort of hazy day, with some sun, probably 50-60 degrees."
2005.0,Washington,King,"I was lying in bed, trying to go to sleep, when I heard an unusual sound from outside through my partly-opened window.  It sounded like a cross between a person moaning, a dog howling, and a cat growling (the timbre was human-like and in human vocal range, it was a high-to-low pitch sound like a howl, and there was a hint of growliness underneath that sounded like an angry cat, but much larger).  It sounded almost like someone moaning ""booooooo"".  The ""b"" sound was faint, but definitely present.  Each vocalization was about 5-6 seconds in length, with about 5 seconds between each.  It didn't seem very loud, but it also was not faint."
2005.0,Washington,King,Observation: vocalizations.
2005.0,Washington,King,"Hello,"
2005.0,Washington,King,"This sighting took place back when i lived in washington last year. I was sitting on my windowsill at 11 at night, i lived next to a large wetland/swamp area. my back yard was a large hill infront of the wetland. I was sitting on my windowsill and saw a large figure come out of wetland, walk down the hill, and then re-enter the wetland at the bottom of the hill. The figure was probally 7 feet tall (i doubt it was 8 or 9) dark in color, and very large in build."
2004.0,Washington,King,"I have read most of your reports that cover the West Coast states. I have yet to see it mentioned but, a friend of mine that has read numerous reports on both your site and others told me that one type of B class reports deals with hearing a thumping sound like a padded baseball bat hitting a large tree trunk very rapidly. I need to know if this is evidence of proximity to the Sasquatch. I live just outside the old Weyerhauser Tree Farm in Snoqualmie Valley and spend alot of time taking early morning walks there with my dog to take pictures."
2004.0,Washington,King,"I had gone up to Tinkham for a solo camp before spending 5 days in Utah visiting my father.  I've given these whistling sounds alot of thought, as two of the three sounded entirely not like any bird I've ever heard - more like a person would whistle, really, only pretty loud, but flat and smooth."
2002.0,Washington,King,"Me and my friend were going back on a service road at Mud Mountain Dam In Washington State near Enumclaw, WA on Mud Mountain Road. We walked down the road and it slopes down and to the right. On the right is a hillside that goes straight up and to the left was a hillside that goes down and at the bottom is a circular area that is dry and wetlands. I looked to my left as I neared the curve in the road and what I believe to be a bigfoot was crouched down getting water from the swampy area. It then snapped its head over really quick looked at us and then stood up. It had to have been around 8 feet tall. It was a brown red color, darker than a mountain lion. I ran as fast as i could back to my car. I looked back and my friend had seen it and he was right behind me. I have been back many times and have never seen anything again but I will never ever forget what I saw. I am reporting this so many years later because my friend recently saw something a few miles up 410 near scatter creek and I know there is something in that area!"
2002.0,Washington,King,"My encounter took place along the white river,we were out hiking, the sun had gone down and we began hiking back under the moonlight, which had illuminated the trails nicely. As we walked down the trails through the woods I occationally heard the sounds of twigs and branches breaking as if somthing was moving through the trees and bushes about 10-15 feet off the side of the trail. I became greatly alarmed because whatever was creating the disturbance had been following us for quite a distance"
2011.0,Washington,Kitsap,I was driving down South Kingston road January 25th on a Tuesday at about 1030pm. After coming around the last turn before the road turns to Miller Bay Road I saw something I will never forget. It looked as though a tall dark man was standing behind a tree. My headlights shined right at it and it seemed to try to pull its body behind the tree. It sent shivers up my back! I have had dreams about it ever since that night and I still have no idea what I saw.
2008.0,Washington,Kitsap,July 1-2008 This happened tuesday night around 10;30pm in Kitsap county I was traveling on Indianola rd ne heading towards millerbay rd I had just past the Indianola ball-field appoximate 1/2 mile down the road when I seen in the distance at the end of my headlights two creatures running down the road at first all I could see is some one running in the middle of road and some one running next to that other person on the right along the white line. I saw a pinkish tan color hands and feet running real fast cause I was traveling 40 mph just black darkness except for the hands and feet then my headlights moved upwards and I caught sight of the black head to ankles all in black fir like a bear but was not a bear they were about nine to 10 feet in height only seen them for about six to eight seconds befor they ran off into the forest.
2007.0,Washington,Kitsap,I wanted to report this now. I should of the first incident I had.
2006.0,Washington,Kitsap,"On 6/10/06 My daughter and 8 youth from the Suquamish Tribe we doing beach clean up at Jefferson head. At about 2:00 p.m. the girls started hearing what sounded like a woman or animal sreaching and screaming, The sound made them very uncomfortable and some of the girls returned to the adults who were on the other end of the beach. My daughter says here friend Cori spotted it first it looked like to them  nothing they had seen before. With parents who hunt the are aware of what wildlife look like and are certain it was no bear. It walked out of the marsh and seemed to be startled with the girls as it tried to quickly duck behind a large piece of drift wood. It did not run away it continues to watch the girls from a crouched position,poking his head out from the side of the wood. The girls ran to the van and demanded to leave the Beach."
2005.0,Washington,Kitsap,"hi i am 13,"
2005.0,Washington,Kitsap,"As I was leaving my house and turned out onto the street,  movement caught my eye so I turned to see what it was.  Less than a football field away from me I could see something that immediately I knew was not a man and not a bear.  I could see what I will call a bigfoot walking north towards the water. We live near the water in Puget Sound.  It appeared to be slumped forward to some degree ... I guestimated it was 6 1/2 feet tall, but upon walking to that area later, I realized it must have been closer to 8 feet tall to be visible from where I saw it from my car.  It seemd to have long hair that was brown, like a brown crayon.  The face was mostly hairy but seemed to have shorter hair around the facial features.  The nose was more pushed in and flat than protuding, but the nostrils were turned up some.  It still looked more human than it did ape-ish."
2004.0,Washington,Kitsap,"On friday July 30th we had a cement pad poured to form the base for a new dog kennel. Sometime beween friday evening and saturday late afternoon something very large left a footprint in the middle of that 12 foot by 24 foot cement pad. I have taken pictures of it and it is now embeded permanantly in that cement. I was hoping I could send you the pictures and you could tell me if you know what left the footprint. It is not a human print nor any animal print that I have ever seen. There was no one at home at the time it was left, as I was out of town for the weekend, and nobody but the family knew the cement was being poured. I am looking for some sort of reassurance that it was not something dangerouse that left the print as I live in a very rural area."
2003.0,Washington,Kitsap,"I have worked as a wilderness guide for about eight years, many of which where spent in Katmai National Park and the Yukon delta. So it's fair to say I know what lives in the woods, and the behavior of the woods. I will make my story brief. My experience happened in Washington state, mid summer back in 2003. A close friend and myself decided to go shoot some ground fowl in the Indianola area of Wa. After entering a clearing some 1000ft open, we stopped to smoke a cig. I must note the air was still and damp, and I could smell death of a creature close by.  Some time during the smoke I had movement in the corner of my eye. An animal stood 400 or so ft away from me. I know what a bear looks like, I worked as a Brooks River guide. It was not a bear. It was not a person. I'm 6ft 4. It was much much larger and beefier than me. It was not someone messing around. I was armed. But I can say that animal had a stride not matched in North America. It did walk some 200ft from the left to right in my vision. I was not going to shoot it. I wanted nothing to do with it. Needless to say we exited back to the truck back to back. I have not spoke of this due to the fact it would taint my career as a wilderness guide. But note I have nothing to gain or loose, but that animal I saw was your Bigfoot."
2010.0,Washington,Kittitas,I was hiking about 2-3 mile from our camp in Wenatchee National Forest and was sitting on a bluff that give an excellent view of the surrounding ridges. After a while of sitting and seeing nothing I hear a series of heavy sounding thuds that sound like they were in the rhythm of a person walking. I had no idea what it was. I thought maybe it was a deer bouncing away buy it didn't quite sound right. The thuds were almost cartoonishly heavy and loud.
2012.0,Washington,Kittitas,Unknown Encounter
2011.0,Washington,Kittitas,"I was fly fishing by a lake in WA. I was all alone. I was setting up my camp I got bored and started singing softly. A short time later I started smelling what smelled like dirty cat litter. I thought that was really odd after a while I just ignored it. Then I started breaking the big branches to make my fire. After breaking the really big branches I heard a loud very loud knock. I thought that was odd because I was the only one around I was high up. So I thought maybe that was a bear coming down a tree or something. So after that I did some screams to try to scare it away. So I started my fire I had some meat out by the fire. After a while I started hearing whistles I was like what the heck I never heard a bird like that. Mind you Im in the mountains a lot so when that happened I started to be on my guard. I also lived in Yosemite for 9 months. After cooking one pork chop I had one still laying on the rock beside me. I started hearing rustling in the trees behind me so I grabbed my bear spray. I went to go check it out and didnt see a bear. So I went back to camp didnt think about anymore. After I was done with my dinner a big rock came crashing by almost hitting my car. I thought it was just a rock falling from a cliff. Then I started thinking about it theres no cliffs by me what the heck! So I started screaming to scare it away. I did that for a minute or two then relaxed for a bit. Then another big rock was thrown so I got really pissed off and started really yelling. Then I thought my mind is just playing tricks so I ignored it. Then maybe 20, 30 minutes later a really big rock was thrown. When that happened again I knew it wasnt my mind playing games with me. So I was thinking is this really happening? A couple of minutes passed another rock thrown. So I started to yell again then I heard a really angry loud whoop sound like I never heard before. I could feel it inside me it was that loud like you were at a concert or something. I got really scared and drove away."
2010.0,Washington,Klickitat,I was on my way back from Glenwood where my cousin had had a high school volleyball game; I and her older brother had hung around town well after the game so I left around midnight. On the way back I drove slower than normal because I didn't want to hit a deer with my car I had bought the previous month.
2006.0,Washington,Klickitat,"I took my friend out turkey hunting near Mt Adams. We went out the evening on the 15th to camp overnight before opening day. We arrived at our camp and got settled in. I got out my crow call and made a call, I had heard a turkey reply so I felt we had a good chance. We woke up about a half hour before sunrise and headed out. As we were walking to our hunting location we heard a tree limb snap and looked to our left, we observed a large dark in color animal walking away from us. I use the term walking because it did not sound like a deer or elk running from us. We wondered what it was and decided to continue on. We got to our area about thirty minutes later and set up our decoys and got in our ground blind. I started to make turkey calls and had heard a few reply. We sat there still calling when we heard this scream. It sounded like a police siren but only the first note. It lasted for maybe a second and sounded like it came from right behind us. I felt the hairs on the back of my neck stand up and looked to my right to notice a dark in color large animal moving away from us in a rather fast pace. It was big enough to move the small trees that were in its way. We immediately packed up our decoys and left the area. I was very confused by what had just happened and did not want to tell people about it. I felt that I would just get made fun of about it. About four months after it happened I talked to the Washington State fish and game about it and they told me that it was a cougar. I have hunted since i was in high school and am now 33. I have seen and heard plenty of animals that live in this state. I am 100 percent convinced that whatever made that sound and was observed by me and my hunting partner was not an elk, deer or bear and was to large to be a cougar."
2004.0,Washington,Klickitat,"This is a compilation of experiences over a period of years in the same area (1988- 2009) - feeling of being watched, wildlife silenced, tree breaks, strong smell once, numerous late night vocalizations, rock knocking, things being thrown near our tent and an actual daytime sighting. Some of the things I mention here I didn't know were typical when I was experiencing them, but now do, since I've read other sightings on BFRO's and other sites."
2012.0,Washington,Lewis,"This witness sent in two reports, the reports have been combined. (Investigator)"
2012.0,Washington,Lewis,"June 2nd saturday my Mom & I wanted to go back to a place that she had done a BFRO expedtion. She said it had been pretty active,& she wanted to show me around in the day light hours.We met 2 of her Big footer friends on the way down. They drove their own jeep."
2012.0,Washington,Lewis,"Live pretty far into the foothills of the cascades near Cinebar, WA. Had a camera (Astak Mole) out on my back porch to capture animals in my yard (for fun in the summer - we see Deer frequently and Bear occasionally). I was laying in bed listening to the audio through the camera (it has a pretty sensitive mic) and heard some odd ""wooping"" in the distance. Luckily a moth or something set the camera off and it recorded two of them. I think I heard about 4 total - two are on the video file I have and will mail it to you. They sound like they're loud but distant (resonates off the hills a bit it sounds like). This was Aug. 27, 2011 at 11:41 PM."
2011.0,Washington,Lewis,"I'm (Name edited-out),  I had an encounter with what I know was a bigfoot.  I was camping in Packwood  WA and about 1:00 a.m.on July 3rd, 2011 I was building up my campfire when I heard the ungodly hollars, there were many and knocking of log against logs, and throwing stuff in the lake.  The lake was between my campsite and where bigfoot stood.  We know you had a research team outside of Packwood and I would like to meet with someone to discuss further.  I've been hunting in Packwood and in the Gifford Pinchot National Park for approximately 33 years and I know the entire area very well. I don't want to tell  you right now exactly where I was because it's my hunting area but I would like to talk to someone knowledgeable about Bigfoot. You can reach me at (xxx) xxx-xxxx any time. (Phone number edited to protect the privacy of the witness)"
2011.0,Washington,Lewis,"I was working in my recently logged acreage when I found 10 field mice wrapped in grass packages.  there were more mice parts nearby seemingly awaiting packaging. I gathered the wrapped rodents to bring them back to the house when a rock, apparently thrown, hit my gloved hand nearly breaking my hand.  I have heard screams on occassion from the woods but haven't seen any animal. This happened in the morning of june 2nd."
2010.0,Washington,Lewis,Hiked in several miles north from the white Pass ski area. It began to snow. I was hunting elk with a muzzleloader.
2010.0,Washington,Lewis,3 miles from mossy rock washington.we live in a wooded area on a hill there is a gully and a little river next to the house.it was about 4am thursday june 9 2010.I had awaken to the sound of what I thought was growling not loud but a few feet away from the open window we keep open and like someone hitting well what sounded like someone hitting a tree with a piece of wood with a 3 to 4 second pause between the sound.at first I thought someone was chopping wood.and we have a lot of cats and they were in protective mode growling as if something was threatening.it lasted about couple of more minutes then it stopped and got real quite.a few days ago i saw large areas of grass fields flattened wide open and around the drive way a large opening bigger than a deer in the grass.mind we do at times have coyotes and deer in the area but really this sound was made by a walking creature be it man or ??
2009.0,Washington,Lewis,"May 17, 2009"
2008.0,Washington,Lewis,"I went on an overnight backpacking trip with my son. We hiked about 4 miles down the trail and then hopped off the trail and down a hill to a small lake off of the trail a ways. We setup camp and then went scouting (looking for elk). We returned that evening, started a fire then went to bed in the tent. At 4:00 AM I awoke to some noise, I always awake easily while camping due to concerns of bears getting into our food. I heard some branches break about 50 yards from the tent and then an extremely loud scream/howl noise I have ever heard. I don't know how to explain it, but it was nothing I've heard before. I grabbed my pistol and flashlight and sat quietly in the tent. After a couple of minutes a heard a couple more branches break and that was it. We planned on leaving at 5:00 am to catch the elk while they were out feeding, but I decided to head out at that time. We packed up our stuff and left at 4:30. Yes, it freaked me out and we got out of there."
2007.0,Washington,Lewis,"My wife and I let the dogs out and hung outside watching them. we noticed another dog south of us barking. Our dogs went to the north side of the fenced yard and looked out of the fence for a while, I grabbed them and brought them in the house. I heard a noise north of the house prob. near the creek. I ask my wife if the noise was a coyote since she know them better than I do, she said, ""no, hell no I have never heard that before"" after we got inside I had her listen to a few audio clips, cougars,wolves, and then bigfoot clips on the site (1973,1978) she said that those clips sounded identical."
2006.0,Washington,Lewis,"I am not a very good writer. It would be better to talk to me but i'll do my best.  I was road hunting up by doty washington in the woods in an area that had been closed to motorist traffic for the last 3 yrs.  I drove to the end of the road in a small clearcut that had grown up a bit.  Saw nothing, no birds, no animals, no tracks, which i thought was weird, so i was looking down at the side of the road to look on the downhillside for tracks and i saw something black move real close.  Then this thing stood up and looked at me and i stopped the truck and froze. It was realy close like 15 feet on a downhill slope that was steep and this thing was almost at my level. it was very thick and very tall like over 8 feet tall and very broad across the shoulders.  It seemed as nervous as I was. it moved side to side and was moving its arms around.  I then said something like oh my god and then it blew its checks way up and muttered something wierd and i said something i can't remember. then it screamed very loud at me which made me scream if fear and then it turned and stepped up on a stump and jumped downhill. i floored the truck and went back to my son and his girlfriend about 1/2 to 3/4 mile away where i had left them to watch for deer."
2006.0,Washington,Lewis,"September 12, 2006"
2005.0,Washington,Lewis,"I was driving down the dead end country road I grew up on, checking the edges of our property for animals (deer, bear, etc..). As I pulled toward where the county road ends, and a private drive begins, I saw something ""out of place"", but at first I couldnt discern what it was. I stopped the car, and was looking forward, with my high beams on. As I watched a grey/brown very non descript patch to the right of the road in front of me seemed to move. I was concentrating to try to see what it was when it walked out into the road, and in 2 steps was gone on the other side into the brushy timber. The hair on my neck all stood on end and my neck burned. I sat for aproximatly 2 minutes trying to figure out what I had just seen.. mainly in disbelief."
2005.0,Washington,Lewis,"Labor Day, 2005, late, late Sunday evening or very early Monday morning. We were camping on the edge of Gifford Pinchot National Forest where some friends keep there horses tied up to ride the Tarbell Trail. I am uncertain of the exact location but could find out if you need me to."
2004.0,Washington,Lewis,"On 11/12/04 my husband and I were hunting in the Mossy Rock, WA area in a clear cut next to a stand of timber, (This was about 6 days after opening day of Elk season.) It was about 0710, and a clear, dry, morning. Rob, my husband, was about 50 yards from me closer to the woods, I was on the upper part of the clear cut, I had heard the tail end of the first scream.  Rob had asked me, ""if I heard that?""(We had ear bob radios on)"
2003.0,Washington,Lewis,this all started when we were asked to be night watchmen for a logging company to watch the big equipment during the summer months of july and august. it was last week of july when we got there .
2002.0,Washington,Lewis,Hello
2002.0,Washington,Lewis,"My wife and I were wakened by the loudest vocalization I have ever heard , similar to a Peacock but much louder and more timber to its voice , there was no anxiety in its voice not a scream but more of a call , it called about 12 times then went silent I went outside and tried to mimic its call at which time it answered me about 6 times getting closer with each call , close enough that I felt uncomfortable enough to go back inside. I would say it went as far as the edge of my yard where it could have seen me through the trees and still remain unseen. The odd part about this is that not one of my 3 dogs barked they were very alert and tense. These dogs bark at the slightest provacation one of these dogs I had to fit with a bark collar to stop her nuisance barking"
2002.0,Washington,Lewis,"It was Saturday, 9/14/02, at around 11:15AM while fishing on Riffe Lake.  I had my son and a friend of his in the boat with me.  We had pulled up to a point and shut down to start fishing when I scanned the clearcut like I always do looking for deer or elk.  About 150 yards off of the shore, I noticed something walking.  My first thought was ""it sure is awful warm to be bundled up like that"" and then immediately thought ""your coat sleeves are really long"".  I then said to the boys, ""hey look, a sasquatch"".  They both spotted it and it was walking away from us at a 45* angle looking back over its left shoulder.  It went behind a big stump and we didn't see it for several seconds.  It came out from the other side and stood facing us and just looked at us for probably 30 seconds.  At this point we all got serious because we could tell that it didn't appear to be a human and I know it was not a bear.  It turned and started walking away from us looking back ever so often.  It stopped just before going down a little raven and stood looking at us again.  It went down in the ravene and up the other side then disappeared into the timber.  The boys were very ""excited & nervous"" by now.  We discussed this amongst ourselves and I guess we watched this thing for close to 5 minutes.  I am originally from Arkansas, just a farm boy who has hunted and fished all of my life.  I have heard people talk about these things for years and haven't given them much thought one way or another.  What we saw definetly was not human, it was hairy from head to toe and was large, I don't know how tall.  It walked with long strides and it's arms & hand swung in an long swings as it walked.  At approximately 150 yards, coupled with the amount of time it was in sight, we had a pretty good look.  We are going back to the lake this Saturday and I am going to get out and look around.  This time I'm taking binoculars and a camcorder.  I'm not one to get caught up in myths, but what we saw wasn't ordinary."
2002.0,Washington,Lewis,"Due to some computer problems, the witness in this case filed his report telephonically with BFRO investigator Charles Lamica.  Below is a synopsis of that interview."
2002.0,Washington,Lincoln,"Grande Coulee, Wash -- Mid Aug 2002"
2010.0,Washington,Mason,"On Friday the 5th of November 2010, my family and I decided to go hiking near Lake Cushman. I typically go hiking alone as it gives me opportunity to gather my thoughts and enjoy the outdoors. Seeing as how my wifes birthday was coming up she managed to convince me to take her and our two children along. I had planned a more arduous hike near Mt. St. Helens but given the childrens notable lack of ambition and current weather conditions I elected to drive the hour and a half from our home in Castle Rock to Lake Cushman for a more family friendly outdoor experience."
2008.0,Washington,Mason,"One summer night in 2008, I was sitting on the back deck with our dog Icy at about 1 in the morning, because it was too hot to sleep. It was totally silent -- which it normally is around here at night -- and as I sat there on the wooden steps, with Icy sitting on the deck about 3 feet away from me, I heard what at first sounded like a distant siren, seemingly from the north-north-east. (The only thing in that direction from our house is Dow Mountain, with no roads except for dirt logging roads)."
2010.0,Washington,Mason,"Over the Labor Day weekend 2010 my girlfriend and Newfoundland dog were camping at Lake Cushman, WA at the upper Camp Cushman campsite.  We had dinner, an evening walk and then to bed in our seperate tents.  I was cuddled up with my dog when all of a sudden a very loud earie whooping call burst through the quiet night, awaking me and the dog.  My dog growled and flipped himself over & broke the tent pole. He was very agitated, nervous and couldn't calm down. The whoop sounded longing, lonely or lost in tone.  It was definatly a female tone, the whoops went ""whooop whooop whoop, whoop whoooop.."" then would stop for about 15-20min, then again ""whooop whoooop...."" on and on for about 2.5 - 3hrs.  The noise came from up above the campsite away from the Lake.  It sounded really close but could tell it was far away, perhaps about 1- 2 blocks away.  It was difficult to tell due to the woods, lake and projection of the very loud voice.  I thought it could be an owl but no owl sounds like that, then I thought maybe an Elk but once again I've never heard an elk like this before. I couldn't go to sleep that night due to my dog wouldn't calm down, he was on alert all night until it finally stopped. I was petrified and was up all night wondering if this creature making the noise was coming to visit us in our tents. When I woke up my friend had heard the same noise and wondered if it was an injured dog howling but then when I mentioned sasquatch whoops she had an Ah-hah moment and realized no dog could make this noise. Others campers gathered in the AM discussing the mysterious noise, some said it was a bard owl, spotted owl, a coyote, an elk, but I felt in my bones it was the same noise I had heard from a recording on BFRO site (1974 Ron Morehead Sierra Nevada whoops & knocks) Camp Cushman is most likely being closed due to some lawsuit w/the native americans over land use."
2008.0,Washington,Mason,"My husband and I had just arrived at our cabin on Harstine Island and were unpacking the car.I cam out of the cabin and heard what I thought was a howl at first. I stopped to listen. after the next vocalization I said to my husband it's Bigfoot and he stopped to listen. We could tell they were coming from far away. Maybe 1/2 mile to a mile south of us. We did not feel threatened or scared at the time. The sounds were deep. Something between a roar and screem. They had a very deep growly under tone. In between sounds my husband was disagreeing with me. He suggested it was an elk or coyote. Our dogs both became clingy and started whining, so I had to bring them inside so we could hear. When I came out I started counting how long the sounds were. I counted 5 seconds. My husband said that while I was in the house there was one about 3 seconds longer or about 8 seconds. The sounds were deep but some of them changed pitch going even lower midway through. What ever was making the sounds had much larger lung capacity that even a big man. That is what finally convinced my husband it had to be a big foot. All other animal calls we have heard go higher rather than lower. The sounds contined for about 5 minutes. The next night my husband tried to recreate the sounds at the beach and couldn't even come close to the deep pitch or that length. His comment was that what ever made it was not human."
2007.0,Washington,Mason,"This incident was originally reported to the BFRO by phone. The witness described a daylight encounter with his son while spotting for deer on private land near the Olympic Mountains. He said he and his son took some photos of the approaching figure with a cellphone. Five BFRO Investigators went to the witness's home to interview him and see the photos.  We spoke with the witness for over an hour, then recorded his full account.  Here is the transcript of the interview. The blurry cellphone photos are shown below the interview, in the Investigator Comments section. These images do not have enough clarity to show details of the figure, but they do show its approximate size, girth, posture and color."
2006.0,Washington,Mason,"I was out on the small lake fishing with a friend and we heard something big running through the water by the shore. It was not a deer or elk as it was running fast and heavy through the water. The ducks and heron in the water flew off and then everything was dead silent.  When we turned the boat around, to go back to shore on the other side of the lake, I looked back into the inlet where we heard the running. I could make out something very big on two feet standing in the shadows of the trees. It was standing up and it was swaying from side to side. I tried to watch it for a while before my friend made us go back."
2006.0,Washington,Mason,"My brother and I went up to the Lake Cushman   area to look at a house for sale. The house was vacant and it was very quiet. We drove up to the manufactured home got out of the car and was looking into the windows of the house when I heard a high pitched screech yell that seemed to echo from the north side of the hills. I asked my brother if he heard that and he replied no. I said ""listen"", and the same high pitched screech yell occured. It happened again and that is when my brother heard it. It seemed to be far away. There was a small ""A"" cabin next to the property that was vacant and it was very quiet at the time we heard the sounds. No one was around and the sounds seemed to echo. In total there was four of them every 5 seconds or so. Then it suddenly stopped. The time was around 3:15pm and it was overcast. It was very calm and quiet. It was not an elk or a dog. This was a sound we have never heard before. After finding your website it does sound like many of your recordings but from a further distance."
2005.0,Washington,Mason,Myself and my cousin were driving to Jarrel Cove on Hartstene Island for a 2 day fishing trip.
2003.0,Washington,Mason,"I am having a house built and I had the drain field all dug up for the septic system installation. I was walking around in the dug up area just checking things out and looking for more remains that belonged to the deer skull we found when digging. I found some big tracks in the dirt. The dirt was loose in places but I still barely made a print with my shoes. The prints were pretty big and I only found a few. Maybe three to be exact. They looked like a human print with a big toe and smaller toes and shaped just like human. I took some pictures of the prints but I made the mistake of not putting something next to the print to gauge its size. I dont think anyone would have walked out there barefoot and if they had, they had some tremendous feet. The tracks had to be 14 inches long. The pics arent great because it had rained before I took them. But you can still make out the print."
2002.0,Washington,Mason,"It was early November 2002. My buddy and I went fishing on Bingham Creek in the Matlock area. It was in the early afternoon. It was a snowy day, and I was kind of suprised that it was snowing so early. We were fishing in hip waders, my friend was about 20 feet upstream from me when we heard a sound like a huge log being smacked against a tree about 100 yards away from us, I think to our west/northwest. I think the sound of the log hitting the tree was about 3 times, whack, whack, whack. Soon after we heard the same sound coming from about 100 yards away from the first one, and the same distance from us. The area that the noises were coming from were on the same side of the stream that we had come from our vehicle from. I looked at my friend and said, ""what was that?"" He replied that he didn't know. My friend has been hunting all over western Washington since he was nine years old,  and is very familiar with the wild life here and the noises they make, I might add. We didn't think much of it when a few minutes went by and we heard the most eerie growling roar I have ever heard. I really don't know how to describe it, but whatever made that sound was not being as close to as loud as it could have been, and the sound still went right through me. I could feel it in my chest. I was more terrified than I had ever been in my life and I ran to my friend upstream. I don't know which one of us did it first, but we both ended up putting our hands up over our heads and yelling trying to dissuade whatever it was from coming after us. I was more scared than I had ever been. We got out of the creek at this point, and grabbing some rocks headed back to the truck through the woods. I was bringing up the rear and keeping watch as we went. I was much calmer walking back. On the way back we were even joking around about it. Back at the truck I asked my friend what he thought it was. He said he didn't know, but he knew it wasn't a bear, cougar, elk or anything else he'd ever heard before. I never made a report of it before because I just never thought of it before until reading some similar stories on your site. I believe that whatever we heard that day was a sasquatch. My friend also believes what we heard was a sasquatch."
2002.0,Washington,Mason,"About 12 years ago Carla, Cindy and myself, Brian, took a road trip to Brown creek, in Washington state. Went down a dirt road to the end where it met the river. I (Brian) went fishing going down steam while Carla and Cindy walked up river, I walked around a bend I saw a big tree that looked like lightning hit it, but while looking at it better, steam was coming off it, then the top foot and a half turned slowly to where I saw the whites of its eyes, his hair looked like bark, he was squatting, sitting on it heals with knees to its chest, it really looked like a tree broken off. A little one,  a 6 footer, jumped over some rocks and logs and was gone, the big one sitting on its heels was 7-to 8 foot, 3-4 feet wide, It was not scared of me, I ran up river to find the girls, found them and said I wanted to show them something weird, as us three went back, sure enough it was still there. The top turned again looking at us all, approx 25 yards away, we ran as fast as we could to the van in which you could see where this happened but nothing was there. I won't go back without protection."
